Unnamed: 0,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,content-type,connection,lenght,content,URL,url_length,num_question_marks,num_equals,num_percent,num_slash,num_special,true_label,predicted,summary,reasons,impact,suggested_action,confidence
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,12981,334,1,13,6,6,12,1,1,Suspicious request → 12981 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,6219,128,1,5,2,6,4,1,1,Suspicious request → 6219 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,336,1762,3578,57,0,0,0,6,0,1,1,Suspicious request → 3578 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8516,135,1,1,8,6,0,1,1,Suspicious request → 8516 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,13463,117,1,1,4,6,0,1,1,Suspicious request → 13463 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,254,42,0,0,0,4,0,1,1,Suspicious request → 254 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,12288,376,1,13,8,6,12,1,1,Suspicious request → 12288 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,4936,128,1,5,2,6,4,1,1,Suspicious request → 4936 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10728,101,1,3,0,6,2,1,1,Suspicious request → 10728 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,9965,103,1,3,1,6,2,1,1,Suspicious request → 9965 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,78,81,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,331,49,0,0,0,5,0,1,1,Suspicious request → 331 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,255,136,8443,57,0,0,0,6,0,1,1,Suspicious request → 8443 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,158,43,0,0,0,4,0,1,1,Suspicious request → 158 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10838,96,1,3,0,6,2,1,1,Suspicious request → 10838 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,12712,451,1,13,20,6,12,1,1,Suspicious request → 12712 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10605,101,1,3,0,6,2,1,1,Suspicious request → 10605 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,324,3107,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10427,103,1,3,1,6,2,1,1,Suspicious request → 10427 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,220,9970,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,145,10348,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,7100,122,1,5,0,6,4,1,1,Suspicious request → 7100 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,305,4301,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,286,66,0,0,0,5,0,1,1,Suspicious request → 286 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,336,1757,3578,57,0,0,0,6,0,1,1,Suspicious request → 3578 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,226,163,8443,57,0,0,0,6,0,1,1,Suspicious request → 8443 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,291,2432,8244,66,0,0,0,6,0,1,1,Suspicious request → 8244 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,10759,161,1,3,6,6,2,1,1,Suspicious request → 10759 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,129,48,0,0,0,4,0,1,1,Suspicious request → 129 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,8505,70,1,1,1,6,0,1,1,Suspicious request → 8505 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,42,84,8443,57,0,0,0,6,0,1,1,Suspicious request → 8443 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,136,7708,10948,59,0,0,0,6,0,1,1,Suspicious request → 10948 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,792,88,0,0,0,8,0,1,1,Suspicious request → 792 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,1493,319,1,13,3,6,12,1,1,Suspicious request → 1493 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,78,81,13355,57,0,0,0,6,0,1,1,Suspicious request → 13355 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,268,5887,8600,56,0,0,0,6,0,1,1,Suspicious request → 8600 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,337,4904,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,6880,127,1,5,0,6,4,1,1,Suspicious request → 6880 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,153,48,0,0,0,4,0,1,1,Suspicious request → 153 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,38,3810,5840,61,0,0,0,6,0,1,1,Suspicious request → 5840 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,5287,132,1,5,2,6,4,1,1,Suspicious request → 5287 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,260,43,0,0,0,5,0,1,1,Suspicious request → 260 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,3173,300,1,13,3,6,12,1,1,Suspicious request → 3173 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,231,7833,884,58,0,0,0,6,0,1,1,Suspicious request → 884 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,1,0,0,0,1,0,0,0,0,0,0,259,7037,8600,56,0,0,0,6,0,1,1,Suspicious request → 8600 via 1,Unusual HTTP method: 1,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,311,57,0,0,0,6,0,1,1,Suspicious request → 311 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,0,0,0,0,1,0,0,0,0,1,1,382,12091,491,80,0,0,0,7,0,1,1,Suspicious request → 491 via 0,Unusual HTTP method: 0,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
0,2,0,0,0,0,0,0,0,1,0,0,263,946,8244,66,0,0,0,6,0,1,1,Suspicious request → 8244 via 2,Unusual HTTP method: 2,Potential exploitation attempt using uncommon HTTP verb.,Inspect this traffic manually.,Medium
